DATE,OPEN,HIGH,LOW,CLOSE,Volume
2020-01-31,437,448,434,435,17179600
2020-01-30,430,433,427,429,6920200
2020-01-29,429,435,429,431,9054100
2020-01-28,429,432,426,431,8300600
2020-01-27,424,429,420,429,7444600
2020-01-24,428,430,424,428,6051200
2020-01-23,433,434,426,430,8425300
2020-01-22,440,441,433,435,5377900
2020-01-21,439,446,438,438,7381300
2020-01-20,432,441,431,438,8890700
2020-01-17,435,439,431,432,8588900
2020-01-16,433,440,433,435,7822400
2020-01-15,433,434,430,433,8702400
2020-01-14,441,441,434,435,8243600
2020-01-10,445,445,440,443,4501800
2020-01-09,452,452,444,445,6505600
2020-01-08,450,450,438,445,9725100
2020-01-07,461,464,453,455,9345000
2020-01-06,462,464,455,456,7196800
2019-12-30,469,470,466,467,4650800
2019-12-27,471,474,467,472,5061000
2019-12-26,464,470,462,467,5658800
2019-12-25,470,470,466,466,3122600
2019-12-24,472,473,469,471,4676600
2019-12-23,475,476,472,474,5128600
2019-12-20,482,482,474,476,8664300
2019-12-19,482,484,480,480,5143900
2019-12-18,484,487,480,486,5710200
2019-12-17,486,487,478,484,6324100
2019-12-16,490,491,483,484,4876400
2019-12-13,484,488,482,488,10694600
2019-12-12,480,481,476,476,5726800
2019-12-11,478,482,476,480,5610900
2019-12-10,490,490,477,478,7804100
2019-12-09,485,491,482,490,7411500
2019-12-06,487,498,486,488,8979000
2019-12-05,490,491,482,487,11131200
2019-12-04,479,490,470,489,16912500
2019-12-03,476,478,468,474,10952200
2019-12-02,480,487,479,483,5306700
2019-11-29,482,487,479,480,4885500
2019-11-28,487,489,480,482,5982300
2019-11-27,474,486,474,485,6916300
2019-11-26,477,480,473,474,8370000
2019-11-25,472,476,471,473,5270000
2019-11-22,475,478,467,468,8372500
2019-11-21,476,478,469,478,8948000
2019-11-20,486,488,479,479,6862600
2019-11-19,489,491,484,488,6071600
2019-11-18,494,494,484,489,9048200
2019-11-15,486,495,485,493,6615500
2019-11-14,492,497,482,484,9620000
2019-11-13,502,502,491,491,9566900
2019-11-12,507,507,502,503,6040900
2019-11-11,509,514,508,510,5162500
2019-11-08,510,510,503,507,5788100
2019-11-07,515,515,507,508,5812300
2019-11-06,512,516,511,516,5419000
2019-11-05,509,513,505,512,6832100
2019-11-01,502,511,500,505,6945200
2019-10-31,508,509,501,502,8642400
2019-10-30,515,519,509,510,8136000
2019-10-29,529,529,512,515,8794300
2019-10-28,528,528,524,526,3794000
2019-10-25,526,529,524,529,4037400
2019-10-24,533,534,528,529,4620600
2019-10-23,538,542,529,529,7025200
2019-10-21,534,539,533,538,4520200
2019-10-18,534,537,528,531,5775500
2019-10-17,542,542,530,532,7396700
2019-10-16,545,555,536,541,13260000
2019-10-15,537,542,536,540,6024400
2019-10-11,540,542,534,534,6005700
2019-10-10,537,543,534,540,4688400
2019-10-09,534,540,533,538,4743200
2019-10-08,538,542,536,538,5666300
2019-10-07,534,540,530,535,4154900
2019-10-04,525,534,523,534,5759900
2019-10-03,528,528,522,527,5453000
2019-10-02,529,541,529,537,5513900
2019-10-01,536,545,533,534,5932400
2019-09-30,540,540,525,529,10289900
2019-09-27,552,553,541,549,8781700
2019-09-26,563,563,551,553,8780700
2019-09-25,555,566,553,561,8549700
2019-09-24,559,563,550,551,8227600
2019-09-20,559,559,552,556,9657600
2019-09-19,549,561,548,551,11436400
2019-09-18,555,557,539,546,6902100
2019-09-17,545,552,541,550,9248800
2019-09-13,544,553,541,553,9635300
2019-09-12,542,553,536,543,12568100
2019-09-11,516,538,516,536,13447900
2019-09-10,508,511,506,511,5325700
2019-09-09,505,509,502,507,3944300
2019-09-06,517,518,508,508,5221900
2019-09-05,511,520,508,519,6895400
2019-09-04,517,518,509,515,5760000
2019-09-03,507,516,506,513,5307800
2019-09-02,502,506,501,505,2708500
2019-08-30,506,507,497,506,6412900
2019-08-29,510,511,501,502,5206300
2019-08-28,493,507,493,505,6644000
2019-08-27,486,498,486,493,7446800
2019-08-26,472,489,471,487,7268700
2019-08-23,485,489,482,484,5976800
2019-08-22,492,493,483,490,6538200
2019-08-21,497,497,478,488,10286500
2019-08-20,511,511,495,497,8499500
