DATE,OPEN,HIGH,LOW,CLOSE,Volume
2020-02-07,2504,2513,2427,2451,339300
2020-02-06,2493,2499,2436,2497,206000
2020-02-05,2491,2528,2448,2456,204500
2020-02-04,2415,2443,2403,2441,175100
2020-02-03,2384,2433,2336,2409,290600
2020-01-31,2462,2496,2457,2458,210700
2020-01-30,2515,2521,2433,2462,223100
2020-01-29,2580,2580,2530,2532,151400
2020-01-28,2504,2565,2502,2557,196400
2020-01-27,2578,2599,2538,2563,177300
2020-01-24,2650,2652,2587,2623,335700
2020-01-23,2680,2686,2653,2666,170600
2020-01-22,2698,2706,2665,2684,286300
2020-01-21,2741,2741,2703,2724,78600
2020-01-20,2720,2753,2701,2741,100700
2020-01-17,2770,2770,2716,2725,153200
2020-01-16,2780,2807,2761,2772,161400
2020-01-15,2767,2787,2750,2787,148800
2020-01-14,2727,2764,2705,2764,266800
2020-01-10,2695,2695,2659,2694,234400
2020-01-09,2724,2724,2695,2714,197800
2020-01-08,2720,2742,2664,2735,195600
2020-01-07,2718,2772,2713,2744,91900
2020-01-06,2693,2732,2692,2717,161000
2019-12-30,2730,2776,2681,2743,143900
2019-12-27,2768,2768,2727,2727,118700
2019-12-26,2802,2817,2753,2759,207600
2019-12-25,2847,2873,2796,2827,175300
2019-12-24,2840,2890,2804,2875,300800
2019-12-23,2811,2849,2790,2842,366300
2019-12-20,2681,2777,2681,2773,342700
2019-12-19,2710,2710,2653,2661,250400
2019-12-18,2732,2732,2680,2715,194100
2019-12-17,2796,2796,2704,2748,180900
2019-12-16,2686,2767,2662,2746,200900
2019-12-13,2724,2727,2650,2687,436200
2019-12-12,2784,2785,2721,2724,237400
2019-12-11,2889,2889,2767,2782,369700
2019-12-10,2900,2931,2881,2903,151400
2019-12-09,2935,2947,2871,2901,185500
2019-12-06,2886,2943,2886,2935,187500
2019-12-05,2964,2965,2871,2883,244200
2019-12-04,2885,2944,2864,2944,240400
2019-12-03,2900,2918,2881,2889,194100
2019-12-02,2938,2981,2917,2933,458600
2019-11-29,2806,2920,2793,2913,611600
2019-11-28,2779,2806,2750,2803,196000
2019-11-27,2791,2799,2755,2779,167000
2019-11-26,2800,2826,2767,2767,193900
2019-11-25,2831,2840,2779,2784,214400
2019-11-22,2801,2821,2744,2819,194100
2019-11-21,2745,2791,2700,2790,222500
2019-11-20,2794,2822,2747,2768,189000
2019-11-19,2810,2833,2772,2795,455200
2019-11-18,2786,2800,2762,2780,265100
2019-11-15,2730,2796,2715,2784,314200
2019-11-14,2840,2845,2745,2762,463600
2019-11-13,2879,2928,2844,2852,192900
2019-11-12,2945,2945,2805,2884,415200
2019-11-11,3040,3090,2876,2945,656900
2019-11-08,2999,3010,2902,2927,312200
2019-11-07,2966,2987,2903,2987,204400
2019-11-06,3025,3025,2923,2981,294000
2019-11-05,2971,3050,2971,3025,257500
2019-11-01,2919,2953,2904,2952,132300
2019-10-31,2887,2955,2887,2935,198600
2019-10-30,2897,2953,2843,2887,528800
2019-10-29,2910,2936,2876,2898,189000
2019-10-28,2877,2931,2875,2902,189300
2019-10-25,2849,2903,2833,2885,156100
2019-10-24,2940,2940,2842,2858,246000
2019-10-23,2850,2944,2821,2943,432400
2019-10-21,2775,2855,2775,2833,227100
2019-10-18,2718,2802,2693,2761,255700
2019-10-17,2700,2709,2669,2670,146400
2019-10-16,2702,2781,2693,2701,230000
2019-10-15,2750,2753,2672,2677,222000
2019-10-11,2779,2780,2711,2728,202800
2019-10-10,2790,2798,2738,2766,216200
2019-10-09,2777,2821,2753,2779,272300
2019-10-08,2770,2839,2768,2777,285000
2019-10-07,2701,2756,2653,2746,216700
2019-10-04,2696,2731,2673,2707,209500
2019-10-03,2765,2780,2678,2717,263400
2019-10-02,2760,2838,2760,2799,224200
2019-10-01,2800,2813,2731,2810,240600
2019-09-30,2879,2879,2792,2806,306800
2019-09-27,2767,2785,2739,2779,168900
2019-09-26,2852,2911,2753,2758,397500
2019-09-25,2774,2869,2761,2858,234300
2019-09-24,2801,2891,2772,2778,245800
2019-09-20,2817,2909,2797,2851,482000
2019-09-19,2664,2833,2664,2768,638200
2019-09-18,2453,2609,2440,2604,432100
2019-09-17,2568,2569,2455,2463,383200
2019-09-13,2537,2578,2495,2568,189700
2019-09-12,2520,2545,2501,2506,177400
2019-09-11,2555,2601,2501,2513,176300
2019-09-10,2587,2590,2534,2554,161100
2019-09-09,2629,2644,2593,2603,110200
2019-09-06,2665,2735,2621,2633,255800
2019-09-05,2582,2668,2582,2661,262600
2019-09-04,2598,2598,2513,2580,217500
2019-09-03,2473,2610,2445,2570,265000
2019-09-02,2560,2598,2496,2500,253600
2019-08-30,2637,2637,2530,2551,268100
2019-08-29,2658,2663,2581,2594,202800
2019-08-28,2646,2654,2567,2653,400400
2019-08-27,2674,2689,2636,2636,229000
2019-08-26,2770,2773,2625,2646,494200
2019-08-23,2848,2879,2770,2820,241400
2019-08-22,2910,2915,2836,2869,198400
2019-08-21,2807,2911,2807,2891,223600
2019-08-20,2715,2850,2690,2807,225500
2019-08-19,2937,2963,2716,2732,434600
2019-08-16,2811,2888,2797,2887,205300
2019-08-15,2790,2834,2745,2828,181700
2019-08-14,2896,2933,2839,2858,208500
2019-08-13,2801,2935,2792,2855,348300
2019-08-09,2729,2830,2729,2813,309300
2019-08-08,2684,2756,2592,2718,569300
2019-08-07,2781,2842,2763,2767,259300
2019-08-06,2669,2795,2655,2776,224800
2019-08-05,2717,2794,2671,2759,237200
2019-08-02,2662,2724,2660,2718,179200
2019-08-01,2750,2761,2704,2712,221700
2019-07-31,2778,2794,2723,2778,147200
2019-07-30,2776,2811,2753,2778,188400
2019-07-29,2660,2741,2641,2730,148500
2019-07-26,2665,2667,2601,2628,119900
2019-07-25,2641,2672,2617,2659,73200
2019-07-24,2646,2665,2606,2641,103200
2019-07-23,2597,2645,2562,2631,115000
2019-07-22,2640,2640,2576,2605,180600
2019-07-19,2566,2639,2566,2620,103000
2019-07-18,2601,2614,2560,2567,168800
2019-07-17,2685,2685,2597,2617,124600
2019-07-16,2697,2697,2630,2676,90700
2019-07-12,2726,2726,2663,2669,107400
2019-07-11,2753,2754,2696,2704,93700
2019-07-10,2787,2787,2714,2719,111800
2019-07-09,2799,2799,2733,2749,123200
2019-07-08,2760,2790,2740,2778,122500
2019-07-05,2800,2801,2757,2784,196100
2019-07-04,2789,2825,2783,2807,168900
2019-07-03,2839,2839,2787,2794,205700
2019-07-02,2834,2860,2791,2819,227300
2019-07-01,2797,2822,2761,2795,239800
2019-06-28,2688,2746,2671,2727,229400
2019-06-27,2667,2675,2570,2638,317600
2019-06-26,2694,2716,2662,2677,187100
2019-06-25,2756,2796,2718,2731,169900
2019-06-24,2749,2758,2705,2754,181200
2019-06-21,2783,2820,2718,2760,324500
2019-06-20,2675,2809,2673,2750,423800
2019-06-19,2593,2654,2580,2630,249800
2019-06-18,2585,2640,2583,2597,189800
2019-06-17,2503,2599,2501,2599,270700
