DATE,OPEN,HIGH,LOW,CLOSE,Volume
2019-09-27,1530,1531,1501,1519,262400
2019-09-26,1514,1531,1508,1515,329300
2019-09-25,1485,1493,1471,1493,199600
2019-09-24,1478,1502,1475,1485,149600
2019-09-20,1483,1494,1477,1482,177200
2019-09-19,1447,1479,1446,1475,148200
2019-09-18,1474,1474,1439,1448,169300
2019-09-17,1482,1485,1464,1469,135600
2019-09-13,1476,1483,1465,1481,258400
2019-09-12,1453,1469,1449,1463,163900
2019-09-11,1443,1446,1431,1441,272700
2019-09-10,1434,1456,1428,1440,274400
2019-09-09,1404,1432,1404,1431,123400
2019-09-06,1400,1408,1385,1396,135700
2019-09-05,1370,1400,1366,1398,221300
2019-09-04,1388,1388,1366,1370,146900
2019-09-03,1382,1401,1381,1398,88100
2019-09-02,1400,1403,1382,1383,97000
2019-08-30,1410,1419,1399,1418,177500
2019-08-29,1397,1401,1382,1392,111700
2019-08-28,1378,1387,1374,1379,97800
2019-08-27,1402,1408,1371,1375,177400
2019-08-26,1371,1383,1364,1375,164200
2019-08-23,1405,1415,1399,1412,143600
2019-08-22,1418,1418,1385,1395,137900
2019-08-21,1419,1426,1400,1402,92600
2019-08-20,1413,1429,1411,1429,97700
2019-08-19,1400,1427,1400,1415,166800
2019-08-16,1370,1396,1365,1388,104600
2019-08-15,1376,1380,1367,1378,144100
2019-08-14,1404,1408,1396,1404,103300
2019-08-13,1396,1406,1387,1394,169700
2019-08-09,1434,1436,1408,1410,93100
2019-08-08,1400,1441,1398,1424,132900
2019-08-07,1398,1416,1395,1405,239400
2019-08-06,1397,1404,1374,1402,227700
2019-08-05,1419,1431,1399,1427,227000
2019-08-02,1455,1466,1417,1423,251900
2019-08-01,1470,1498,1460,1494,222800
2019-07-31,1503,1512,1473,1473,261600
2019-07-30,1471,1516,1471,1513,304000
2019-07-29,1513,1513,1450,1471,281700
2019-07-26,1506,1516,1499,1510,112300
2019-07-25,1506,1517,1501,1507,113100
2019-07-24,1505,1507,1493,1507,148100
2019-07-23,1507,1517,1499,1513,147400
2019-07-22,1493,1506,1488,1503,158300
2019-07-19,1460,1505,1457,1502,176900
2019-07-18,1500,1500,1443,1449,223400
2019-07-17,1508,1514,1497,1503,156000
2019-07-16,1516,1522,1512,1512,171100
2019-07-12,1509,1519,1505,1515,129500
2019-07-11,1499,1516,1491,1516,182300
2019-07-10,1481,1502,1478,1498,275400
2019-07-09,1490,1503,1471,1475,179500
2019-07-08,1489,1501,1477,1489,226800
2019-07-05,1492,1498,1486,1494,216300
2019-07-04,1513,1517,1502,1504,125800
2019-07-03,1520,1522,1500,1505,150100
2019-07-02,1520,1529,1509,1526,139200
2019-07-01,1515,1527,1502,1527,150900
2019-06-28,1497,1514,1490,1508,208800
2019-06-27,1470,1498,1468,1496,209000
2019-06-26,1470,1475,1453,1464,239000
2019-06-25,1481,1500,1481,1498,200400
2019-06-24,1481,1493,1477,1489,159000
2019-06-21,1495,1495,1472,1473,283100
2019-06-20,1496,1498,1480,1483,121500
2019-06-19,1481,1504,1477,1502,219400
2019-06-18,1454,1479,1452,1465,244700
2019-06-17,1480,1486,1455,1456,233700
2019-06-14,1467,1486,1450,1481,258600
2019-06-13,1462,1467,1439,1454,205500
2019-06-12,1468,1480,1461,1473,354100
2019-06-11,1507,1507,1470,1478,351600
2019-06-10,1496,1533,1493,1524,548700
2019-06-07,1488,1489,1475,1480,175700
2019-06-06,1474,1485,1471,1471,199000
2019-06-05,1460,1475,1445,1475,321100
2019-06-04,1423,1451,1418,1446,326200
2019-06-03,1409,1415,1396,1401,179800
2019-05-31,1428,1441,1422,1431,242300
2019-05-30,1426,1438,1418,1434,250800
2019-05-29,1423,1461,1420,1442,367300
2019-05-28,1461,1464,1445,1448,279900
2019-05-27,1500,1500,1455,1468,236900
2019-05-24,1471,1500,1465,1495,353800
2019-05-23,1456,1486,1456,1475,372800
2019-05-22,1460,1465,1453,1457,162300
2019-05-21,1446,1462,1439,1452,242500
2019-05-20,1460,1468,1448,1453,322300
2019-05-17,1465,1470,1450,1457,508300
2019-05-16,1411,1440,1406,1440,591400
2019-05-15,1403,1413,1395,1406,263500
2019-05-14,1355,1402,1348,1402,419700
2019-05-13,1349,1385,1349,1367,284300
2019-05-10,1330,1371,1328,1353,508200
2019-05-09,1361,1364,1332,1334,444900
2019-05-08,1382,1392,1367,1373,421900
2019-05-07,1396,1407,1380,1390,452900
2019-04-26,1392,1419,1385,1412,503100
2019-04-25,1410,1411,1382,1399,708900
2019-04-24,1434,1434,1406,1410,1032900
2019-04-23,1485,1485,1422,1440,1774600
2019-04-22,1609,1626,1602,1615,138300
2019-04-19,1632,1634,1608,1609,65200
2019-04-18,1639,1643,1605,1610,146000
2019-04-17,1624,1648,1621,1643,152400
2019-04-16,1640,1648,1622,1626,87500
2019-04-15,1634,1652,1620,1640,191600
2019-04-12,1602,1602,1579,1599,162100
2019-04-11,1585,1598,1583,1593,188500
2019-04-10,1578,1594,1564,1591,237900
2019-04-09,1623,1623,1565,1581,314700
2019-04-08,1647,1648,1610,1619,168900
2019-04-05,1655,1664,1642,1645,110100
2019-04-04,1666,1680,1655,1656,116900
2019-04-03,1637,1661,1612,1659,190600
2019-04-02,1688,1688,1631,1651,195900
2019-04-01,1648,1678,1641,1663,263500
2019-03-29,1627,1631,1618,1624,122000
2019-03-28,1648,1654,1605,1607,236200
2019-03-27,1661,1681,1658,1679,176300
2019-03-26,1593,1649,1588,1649,334200
2019-03-25,1605,1606,1572,1582,184000
2019-03-22,1631,1632,1608,1613,266600
2019-03-20,1627,1640,1624,1640,127100
2019-03-19,1641,1650,1616,1632,167600
2019-03-18,1636,1644,1628,1644,154500
